Data,Label
 খুব দুরত্ব ধর্ষণের শাস্তি যদি প্রকাশ্যে শিরশ্ছেদ করা হতে জুমার নামাজের পর লাখো জনতার সামনে! তাহলে আর ধর্ষনের মত কঠিন অপরাধ অনেকটাই কমে যেত ,0
 ভাই টাংগাইলের চটপটি আর ফুচকা খেয়ে যান অনেক মজা পাবেন ,1
 যমুনা টিভি এমন কোনো কাজ নেই য়ে পারে না এই কাজটাও করতে পারবে ইনশাআল্লাহ ,1
 দ্বিমত থাকলে আপনার লজিক অনুযায়ী সেরা ব্রান্ড বলেন ভাই ,0
 বস্তি থেকে বহু হিরো বেরিয়েছে বিশ্বে ,1
" লাভ নাই ভাই লাভ নাই , বিবেক মইরা গেসে এ দেশে কখন বিচার পাবেন না গেরান্তি ",2
 সালারপুত এডনিম উনিতো মুসলমান তাইলে ভাগ্যদ্বেবী তুই কই তুই ,2
" ভাই , আমাদের কই পাইলি ধরেন , আর ভাই কিভাবে আমাদের ই। আমি হলে আপনারখাওয়ারআগে ক্যমেরার আগে আগেই সব সাবারকরতাম ",0
 এ খবর পাপনকে নিশ্চিত কাঁপন ধরিয়ে দিয়েছে ,2
" ভাই , দেশের কিছু ভাল ট্রাভেলস্ এর মোবাইল নাম্বার দিয়ে দিলে অনেক উপকার হত আমরা যারা যেতে চাই ",1
 এখনকার ছেলেরা তো বাইক ছাড়া বিয়েই করে না ,2
 কথায় কথায় ইংরেজী ছাড়া ভাষায় বলতে পারে না ,2
 ভাই এই বক্কর চক্কর খবর বাদ দিয়া ঠিক আছে দেশের খবর নিয়ে ব্যস্ত থাকেন ইন্ডিয়ায় খারাপ আছে এই গবেষণার করেন বাংলাদেশে মানুষ মইরা যা মানুষ নয় এরা আপনারা টেলিভিশন সাংবাদিকতার করেন ,2
 বেটা 5 : 45 মিনিট খালি মানুষ। আসল জিনিস না দেখায় ফাউল আলাপ মারে ,2
 আদনান ভাই আমরার সিলেটি রেস্টুরেন্ট কিতা জিনিস না। আইজ ফরযন্ত কুনো প্রোগ্রাম খরসননি আমরার সিলেটি রেস্টুরেন্টে লইয়া ,0
 এই প্রথম কারো মুখে শুনলাম এই চুক্তি আমরা বাস্তবায়ন হতে রেস্টুরেন্ট না। শাবাশ নুরু ভাই। সবার উচিত এই চুক্তির বিরোধিতা করা ,1
" খুবই সুন্দর একটা কমেন্ট করেছেন। আমিও ব্যাপারটা জানতাম না। ওদের ওদের টাকার একটা প্যাকেজ আছে। ২০০০ টাকার প্যাকেজে থাকবেঃ একজনের জন্য কক্সবাজার থেকে ওদের শাটল বাসে যাওয়া আসা , সুইমিং পুলে গোসল এবং দুপুরের বুফে লাঞ্চ। প্যাকেজ না নিয়েও আপনি শুধুমাত্র বারবিকিউ উপভোগ করতে পারেন : ",1
